key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
227,10703,"Armorcraft","RecipeLevelTable#27","Steel Plate",1,"Steel Ingot",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,,0,"Aspect: None",0,False,50,100,58,0,0,0,0,0,"",True,True,"","",False
228,10704,"Armorcraft","RecipeLevelTable#27","Steel Rivets",1,"Steel Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,,0,"Aspect: None",0,False,50,100,58,0,0,0,0,0,"",True,True,"","",False
229,10707,"Armorcraft","RecipeLevelTable#27","Iron Kite Shield",1,"Iron Plate",3,"Iron Rivets",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
230,10706,"Armorcraft","RecipeLevelTable#27","Bomb Frypan",1,"Steel Plate",1,"Yew Lumber",1,"Bomb Ash",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
231,10708,"Armorcraft","RecipeLevelTable#28","Steel Rings",1,"Steel Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,,0,"Aspect: None",0,False,50,100,58,0,0,0,0,0,"",True,True,"","",False
232,10710,"Armorcraft","RecipeLevelTable#28","Steel Tassets",1,"Steel Plate",2,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
233,10709,"Armorcraft","RecipeLevelTable#28","Steel Chainmail",1,"Steel Rings",3,"Undyed Velveteen",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
234,10713,"Armorcraft","RecipeLevelTable#29","Steel Sallet",1,"Iron Plate",1,"Steel Ingot",1,"Steel Rivets",1,"Steel Plate",1,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
235,10711,"Armorcraft","RecipeLevelTable#29","Steel Alembic",1,"Steel Plate",1,"Steel Rivets",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
236,10712,"Armorcraft","RecipeLevelTable#29","Steel Skillet",1,"Steel Plate",1,"Elm Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
237,10716,"Armorcraft","RecipeLevelTable#30","Steel Gauntlets",1,"Steel Plate",2,"Steel Rings",1,"Toad Leather",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
238,10715,"Armorcraft","RecipeLevelTable#30","Steel Cuirass",1,"Steel Plate",2,"Iron Rings",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
239,10718,"Armorcraft","RecipeLevelTable#30","Steel Sabatons",1,"Steel Plate",2,"Steel Rings",1,"Toad Leather",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
240,10714,"Armorcraft","RecipeLevelTable#30","Steel Celata",1,"Steel Plate",2,"Iron Rings",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
241,10717,"Armorcraft","RecipeLevelTable#30","Steel-plated Jackboots",1,"Steel Plate",1,"Aldgoat Leather",1,"Diremite Sinew",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
242,10721,"Armorcraft","RecipeLevelTable#31","Steel Vambraces",1,"Steel Plate",1,"Aldgoat Leather",2,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
243,10722,"Armorcraft","RecipeLevelTable#31","Steel Plate Belt",1,"Steel Plate",2,"Boar Leather",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
244,10719,"Armorcraft","RecipeLevelTable#31","Bull Hoplon",1,"Steel Plate",1,"Steel Ingot",2,"Walnut Lumber",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
245,10720,"Armorcraft","RecipeLevelTable#31","Steel Elmo",1,"Steel Plate",2,"Steel Rivets",1,"Toad Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
246,10725,"Armorcraft","RecipeLevelTable#32","Steel Scale Greaves",1,"Steel Plate",2,"Steel Ingot",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
247,10724,"Armorcraft","RecipeLevelTable#32","Steel Scale Fingers",1,"Steel Plate",1,"Steel Ingot",1,"Toad Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
248,10723,"Armorcraft","RecipeLevelTable#32","Steel Scale Mail",1,"Steel Plate",1,"Aldgoat Leather",2,"Silver Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
249,10727,"Armorcraft","RecipeLevelTable#33","Decorated Buckler",1,"Ironclad Bronze Buckler",1,"Silver Ingot",1,"Iron Rivets",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,150,75,100,0,0,0,0,0,"",False,True,"","",False
250,10726,"Armorcraft","RecipeLevelTable#33","White Skillet",1,"Steel Plate",1,"Walnut Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
251,10728,"Armorcraft","RecipeLevelTable#34","Silver Alembic",1,"Steel Plate",1,"Steel Rivets",1,"Silver Ingot",1,"Eye of Fire",1,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
252,10732,"Armorcraft","RecipeLevelTable#34","Reinforced Steel Plate Belt",1,"Steel Plate",3,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
253,10730,"Armorcraft","RecipeLevelTable#34","Heavy Steel Armor",1,"Steel Plate",4,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
254,10731,"Armorcraft","RecipeLevelTable#34","Heavy Steel Gauntlets",1,"Steel Plate",3,"Steel Rings",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
255,10729,"Armorcraft","RecipeLevelTable#34","Decorated Iron Scutum",1,"Iron Scutum",1,"Iron Rivets",2,"Toad Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,150,75,100,0,0,0,0,0,"",False,True,"","",False
256,10735,"Armorcraft","RecipeLevelTable#35","Heavy Steel Flanchard",1,"Steel Ingot",3,"Steel Rings",2,"Boar Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
257,10736,"Armorcraft","RecipeLevelTable#35","Steel-plated Caligae",1,"Boar Leather",1,"Steel Plate",1,"Steel Rivets",1,"Animal Sinew",1,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
258,10733,"Armorcraft","RecipeLevelTable#35","Steel Barbut",1,"Iron Plate",1,"Steel Plate",1,"Steel Rivets",1,"Steel Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
259,10734,"Armorcraft","RecipeLevelTable#35","Steel Mitt Gauntlets",1,"Iron Plate",1,"Steel Plate",1,"Steel Rivets",1,"Boar Leather",1,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
260,10738,"Armorcraft","RecipeLevelTable#36","Mythril Ingot",1,"Mythril Ore",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,"","",False
261,10739,"Armorcraft","RecipeLevelTable#36","Steel Frypan",1,"Steel Plate",1,"Oak Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
262,10740,"Armorcraft","RecipeLevelTable#37","Mythril Rings",1,"Mythril Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,"","",False
263,10741,"Armorcraft","RecipeLevelTable#37","Mythril Rivets",1,"Mythril Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,"","",False
264,10742,"Armorcraft","RecipeLevelTable#37","Bladed Lantern Shield",1,"Steel Plate",1,"Steel Rivets",1,"Iron Ingot",2,"Tallow Candle",1,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
265,10744,"Armorcraft","RecipeLevelTable#38","Mythril Plate",1,"Mythril Ingot",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,"","",False
266,10754,"Armorcraft","RecipeLevelTable#40","Horn Scale Mail",1,"Aldgoat Horn",1,"Boar Leather",2,"Steel Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
267,10753,"Armorcraft","RecipeLevelTable#40","Mythril Elmo",1,"Mythril Plate",2,"Mythril Rivets",1,"Boar Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
268,10752,"Armorcraft","RecipeLevelTable#40","Mythril Alembic",1,"Mythril Plate",1,"Mythril Rivets",1,"Steel Ingot",1,"Eye of Earth",1,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
269,10758,"Armorcraft","RecipeLevelTable#41","Mythril-plated Jackboots",1,"Mythril Plate",1,"Boar Leather",1,"Mythril Ingot",1,"Hippogryph Sinew",1,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
270,10756,"Armorcraft","RecipeLevelTable#41","Mythril Barbut",1,"Steel Plate",1,"Mythril Plate",1,"Mythril Rivets",1,"Mythril Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
271,10766,"Armorcraft","RecipeLevelTable#42","Mythril-plated Caligae",1,"Peiste Leather",1,"Mythril Plate",1,"Mythril Rivets",1,"Bronze Ingot",1,"Hippogryph Sinew",1,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
272,10763,"Armorcraft","RecipeLevelTable#42","Mythril Mesail",1,"Mythril Plate",1,"Mythril Rivets",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
273,10760,"Armorcraft","RecipeLevelTable#42","Cobalt Ingot",1,"Cobalt Ore",2,"Iron Ore",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,"","",False
274,10757,"Armorcraft","RecipeLevelTable#41","Mythril Vambraces",1,"Mythril Plate",1,"Boar Leather",1,"Peiste Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
275,10765,"Armorcraft","RecipeLevelTable#42","Mythril Sollerets",1,"Mythril Plate",1,"Mythril Rings",2,"Aldgoat Leather",1,"Hippogryph Sinew",1,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
276,10762,"Armorcraft","RecipeLevelTable#42","Mythril Chain Coif",1,"Mythril Plate",1,"Mythril Rings",2,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
277,10764,"Armorcraft","RecipeLevelTable#42","Mythril Haubergeon",1,"Mythril Rings",3,"Undyed Woolen Cloth",1,"Steel Plate",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
278,10767,"Armorcraft","RecipeLevelTable#43","Cobalt Plate",1,"Cobalt Ingot",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,"","",False
279,10768,"Armorcraft","RecipeLevelTable#43","Cobalt Rings",1,"Cobalt Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,"","",False
280,10771,"Armorcraft","RecipeLevelTable#43","Mythril Mitt Gauntlets",1,"Steel Plate",1,"Mythril Plate",1,"Mythril Rivets",1,"Peiste Leather",1,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
281,10769,"Armorcraft","RecipeLevelTable#43","Cobalt Skillet",1,"Cobalt Plate",1,"Mahogany Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
282,10775,"Armorcraft","RecipeLevelTable#44","Cobalt Rivets",1,"Cobalt Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,"","",False
283,10778,"Armorcraft","RecipeLevelTable#44","Reinforced Mythril Elmo",1,"Mythril Elmo",1,"Mythril Rivets",1,"Peiste Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,150,75,100,0,0,0,0,0,"",False,True,"","",False
284,10780,"Armorcraft","RecipeLevelTable#44","Cobalt Vambraces",1,"Cobalt Plate",2,"Boar Leather",1,"Raptor Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
285,10784,"Armorcraft","RecipeLevelTable#45","Cobalt-plated Jackboots",1,"Cobalt Plate",1,"Raptor Leather",1,"Cobalt Ingot",1,"Raptor Sinew",1,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
286,10781,"Armorcraft","RecipeLevelTable#45","Cobalt Elmo",1,"Cobalt Plate",2,"Cobalt Rivets",1,"Raptor Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
287,10782,"Armorcraft","RecipeLevelTable#45","Tortoiseshell Scale Mail",1,"Adamantoise Shell",1,"Boar Leather",1,"Raptor Leather",1,"Cobalt Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
288,10787,"Armorcraft","RecipeLevelTable#46","Cobalt Barbut",1,"Steel Plate",1,"Cobalt Plate",1,"Cobalt Rivets",1,"Cobalt Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
289,10788,"Armorcraft","RecipeLevelTable#46","Cobalt-plated Caligae",1,"Raptor Leather",1,"Cobalt Plate",1,"Cobalt Rivets",1,"Brass Ingot",1,"Raptor Sinew",1,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
290,10792,"Armorcraft","RecipeLevelTable#48","Cobalt Mitt Gauntlets",1,"Steel Plate",1,"Cobalt Plate",1,"Cobalt Rivets",1,"Raptor Leather",1,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",6,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
291,10795,"Armorcraft","RecipeLevelTable#49","Cobalt Mesail",1,"Cobalt Plate",2,"Cobalt Rivets",1,"Boar Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",6,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
292,10797,"Armorcraft","RecipeLevelTable#50","Kite Shield",1,"Cobalt Plate",3,"Cobalt Rivets",1,"Iron Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",6,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
293,10805,"Armorcraft","RecipeLevelTable#50","Cobalt Sollerets",1,"Cobalt Plate",1,"Cobalt Rings",2,"Boar Leather",1,"Raptor Sinew",1,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",6,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
294,10799,"Armorcraft","RecipeLevelTable#50","Cobalt Chain Coif",1,"Cobalt Plate",1,"Cobalt Rings",2,"Boar Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",6,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
295,10801,"Armorcraft","RecipeLevelTable#50","Cobalt Haubergeon",1,"Cobalt Rings",3,"Undyed Felt",1,"Mythril Plate",1,"Boar Leather",1,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",6,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
296,10796,"Armorcraft","RecipeLevelTable#50","Thermal Alembic",1,"Cobalt Plate",1,"Cobalt Rivets",1,"Iron Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",6,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
297,10802,"Armorcraft","RecipeLevelTable#50","Cobalt Gauntlets",1,"Cobalt Plate",2,"Cobalt Rings",1,"Boar Leather",1,"Electrum Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",6,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
298,10800,"Armorcraft","RecipeLevelTable#50","Cobalt Cuirass",1,"Cobalt Plate",2,"Mythril Rings",1,"Electrum Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",6,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
299,10804,"Armorcraft","RecipeLevelTable#50","Cobalt Sabatons",1,"Cobalt Plate",2,"Cobalt Rings",1,"Boar Leather",1,"Electrum Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",6,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
300,10798,"Armorcraft","RecipeLevelTable#50","Cobalt Celata",1,"Cobalt Plate",2,"Mythril Rings",1,"Electrum Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",6,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
301,10803,"Armorcraft","RecipeLevelTable#50","Cobalt Plate Belt",1,"Cobalt Plate",2,"Boar Leather",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",6,"Earth Shard",6,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
302,11220,"Leatherworking","RecipeLevelTable#1","Leather",1,"Animal Skin",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,,0,"Aspect: None",0,False,50,100,67,0,0,0,0,0,"",True,True,"","",False
303,11221,"Leatherworking","RecipeLevelTable#1","Leather Calot",1,"Leather",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
304,11223,"Leatherworking","RecipeLevelTable#2","Leather Duckbills",1,"Leather",1,"Undyed Hempen Cloth",1,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
305,11222,"Leatherworking","RecipeLevelTable#2","Leather Wristguards",1,"Leather",1,"Animal Sinew",1,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
306,11225,"Leatherworking","RecipeLevelTable#3","Leather Shepherd's Belt",1,"Leather",1,"Bronze Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
307,11226,"Leatherworking","RecipeLevelTable#3","Leather Duckbills of Gathering",1,"Leather",1,"Undyed Hempen Cloth",1,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
308,11224,"Leatherworking","RecipeLevelTable#3","Merchant's Purse",1,"Leather",1,"Bronze Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
309,11228,"Leatherworking","RecipeLevelTable#4","Fingerless Leather Gloves",1,"Leather",2,"Bronze Rivets",1,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
310,11230,"Leatherworking","RecipeLevelTable#4","Leather Shoes",1,"Leather",1,"Animal Sinew",1,"Rubber",1,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
311,11227,"Leatherworking","RecipeLevelTable#4","Leather Eyepatch",1,"Leather",1,"Animal Sinew",1,"Hempen Yarn",1,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
312,11229,"Leatherworking","RecipeLevelTable#4","Leather Belt",1,"Leather",1,"Bronze Ingot",1,"Animal Sinew",1,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
313,11232,"Leatherworking","RecipeLevelTable#5","Leather Crakows",1,"Leather",1,"Bronze Ingot",1,"Animal Sinew",1,"Rubber",1,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
314,11233,"Leatherworking","RecipeLevelTable#5","Leather Choker",1,"Leather",1,"Animal Sinew",1,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
315,11231,"Leatherworking","RecipeLevelTable#5","Leather Culottes",1,"Leather",2,"Undyed Hempen Cloth",2,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
316,11236,"Leatherworking","RecipeLevelTable#6","Leather Lightmitts",1,"Leather",2,"Animal Sinew",1,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
317,11237,"Leatherworking","RecipeLevelTable#6","Leather Boots",1,"Leather",1,"Undyed Hempen Cloth",1,"Animal Sinew",1,"Rubber",1,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
318,11235,"Leatherworking","RecipeLevelTable#6","Leather Ringbands",1,"Leather",1,"Bronze Ingot",1,"Hempen Yarn",1,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
319,11234,"Leatherworking","RecipeLevelTable#6","Leather Mitts",1,"Leather",2,"Animal Sinew",1,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
320,11238,"Leatherworking","RecipeLevelTable#7","Leather Himantes",1,"Leather",2,"Bronze Ingot",1,"Undyed Hempen Cloth",1,"",0,"",0,"",0,"",0,"",0,"Earth Shard",1,"Wind Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,"","",False
